User_Type,Weight_Profile,Model,k,HitRate,NDCG,unSerendipity,Train_Scenario,trainable
cold,None,openai,8,0.059602649006622516,0.03056374692414609,0.6295081,2,False
cold,None,openai,10,0.06622516556291391,0.03255732305437113,0.62813455,2,False
cold,None,openai,12,0.07947019867549669,0.03619428398204298,0.62636906,2,False
cold,None,openai,14,0.08609271523178808,0.03788937023906162,0.62467885,2,False
cold,None,openai,16,0.09933774834437085,0.041129774770428854,0.62302536,2,False
cold,None,openai,18,0.10596026490066225,0.04271793680068138,0.6210448,2,False
cold,None,openai,20,0.10596026490066225,0.04271793680068138,0.61998576,2,False
cold,None,openai,30,0.13245033112582782,0.04837772277763078,0.61400634,2,False
cold,None,openai,50,0.17218543046357615,0.05575624753091583,0.60493386,2,False
cold,None,gemini,2,0.006622516556291391,0.006622516556291391,0.83577836,2,False
cold,None,gemini,4,0.026490066225165563,0.016097195748830416,0.83428335,2,False
cold,None,gemini,6,0.026490066225165563,0.016097195748830416,0.8325751,2,False
cold,None,gemini,8,0.046357615894039736,0.022719712305121806,0.83086294,2,False
cold,None,gemini,10,0.052980132450331126,0.02471328843534685,0.8295593,2,False
cold,None,gemini,12,0.06622516556291391,0.028350249363018706,0.8285529,2,False
cold,None,gemini,14,0.0728476821192053,0.03008965025730475,0.82753533,2,False
cold,None,gemini,16,0.09271523178807947,0.03502111080113406,0.8266412,2,False
cold,None,gemini,18,0.09271523178807947,0.03502111080113406,0.8258191,2,False
cold,None,gemini,20,0.10596026490066225,0.03806116683992023,0.8250952,2,False
cold,None,gemini,30,0.11258278145695365,0.03941080291336729,0.82220435,2,False
cold,None,gemini,50,0.15894039735099338,0.048196103502623336,0.8184361,2,False
cold,None,harrier,2,0.013245033112582781,0.00835668547776765,0.77342,2,False
cold,None,harrier,4,0.019867549668874173,0.011667943755913344,0.7708623,2,False
cold,None,harrier,6,0.046357615894039736,0.021306846858950484,0.76937497,2,False
cold,None,harrier,8,0.052980132450331126,0.023514352377714282,0.7679551,2,False
cold,None,harrier,10,0.06622516556291391,0.02742226510607103,0.7667109,2,False
cold,None,harrier,12,0.0728476821192053,0.029269569381906328,0.76570565,2,False
cold,None,harrier,14,0.0728476821192053,0.029269569381906328,0.7646141,2,False
cold,None,harrier,16,0.09271523178807947,0.03413017617895718,0.7637502,2,False
cold,None,harrier,18,0.09271523178807947,0.03413017617895718,0.7627531,2,False
cold,None,harrier,20,0.09933774834437085,0.0356624822263728,0.76195973,2,False
cold,None,harrier,30,0.12582781456953643,0.041226706569070376,0.7584411,2,False
cold,None,harrier,50,0.16556291390728478,0.048766932953747566,0.7539618,2,False
cold,None,qwen,2,0.019867549668874173,0.017423375851466607,0.62214434,2,False
cold,None,qwen,4,0.046357615894039736,0.03066840896404939,0.6147947,2,False
cold,None,qwen,6,0.059602649006622516,0.03558933607890081,0.6122764,2,False
cold,None,qwen,8,0.059602649006622516,0.03558933607890081,0.60918254,2,False
cold,None,qwen,10,0.06622516556291391,0.03750367267703251,0.60557646,2,False
cold,None,qwen,12,0.06622516556291391,0.03750367267703251,0.6028444,2,False
cold,None,qwen,14,0.09271523178807947,0.0444169616169093,0.60163695,2,False
cold,None,qwen,16,0.10596026490066225,0.04769279302166577,0.5995253,2,False
cold,None,qwen,18,0.11258278145695365,0.04928095505191829,0.59790707,2,False
cold,None,qwen,20,0.11920529801324503,0.050813261099333915,0.59617525,2,False
cold,None,qwen,30,0.152317880794702,0.05783171100756211,0.58931655,2,False
cold,None,qwen,50,0.1986754966887417,0.06644121184958678,0.5791604,2,False
all,weight_1,w2v,2,0.001579778830963665,0.0009967294685173105,0.8274594,3,False
all,weight_1,w2v,4,0.001579778830963665,0.0009967294685173105,0.8266898,3,False
