Model,Hidden_Dim,Layers,Heads,LR,Trainable,k,HitRate,NDCG,unSerendipity
qwen,512,2,1,1e-05,False,10,0.05055292259083728,0.039475154640298674,0.38139442
qwen,512,2,1,1e-05,False,20,0.052132701421800945,0.03987009934803959,0.37875673
word2vec,512,2,2,0.0001,True,10,0.02843601895734597,0.014839199880026433,0.8418364
word2vec,512,2,2,0.0001,True,20,0.04897314375987362,0.020028824125800444,0.841189
word2vec,512,2,2,0.0001,False,10,0.017377567140600316,0.010391583772843332,0.5315051
word2vec,512,2,2,0.0001,False,20,0.018957345971563982,0.010786528480584248,0.52784616
bert_multi,512,2,2,0.0001,True,10,0.045813586097946286,0.026905539963242738,0.81502706
bert_multi,512,2,2,0.0001,True,20,0.0631911532385466,0.03137916268234382,0.81446314
bert_multi,512,2,2,0.0001,False,10,0.030015797788309637,0.02543735966338326,0.86132294
bert_multi,512,2,2,0.0001,False,20,0.036334913112164295,0.027072983187980165,0.8696859
qwen,512,2,2,0.0001,True,10,0.03949447077409163,0.022355263977268627,0.8347931
qwen,512,2,2,0.0001,True,20,0.05687203791469194,0.026604854314555903,0.8345585
qwen,512,2,2,0.0001,False,10,0.045813586097946286,0.03866821610662675,0.34184712
qwen,512,2,2,0.0001,False,20,0.053712480252764615,0.040670066236973584,0.33958033
word2vec,512,2,2,1e-05,True,10,0.026856240126382307,0.01247775894097897,0.86005557
word2vec,512,2,2,1e-05,True,20,0.044233807266982623,0.016750414476242686,0.8596768
word2vec,512,2,2,1e-05,False,10,0.026856240126382307,0.01586877590919066,0.8219989
word2vec,512,2,2,1e-05,False,20,0.03949447077409163,0.019104647373738536,0.8260478
bert_multi,512,2,2,1e-05,True,10,0.04739336492890995,0.02813596728061634,0.7841551
bert_multi,512,2,2,1e-05,True,20,0.053712480252764615,0.029725135997546174,0.78377897
bert_multi,512,2,2,1e-05,False,10,0.018957345971563982,0.014878062399293637,0.83560044
bert_multi,512,2,2,1e-05,False,20,0.023696682464454975,0.016043925602307607,0.8341992
qwen,512,2,2,1e-05,True,10,0.04107424960505529,0.021073599103235526,0.8473461
qwen,512,2,2,1e-05,True,20,0.05055292259083728,0.0235258134296365,0.84728926
qwen,512,2,2,1e-05,False,10,0.053712480252764615,0.0396993036901319,0.3596485
qwen,512,2,2,1e-05,False,20,0.06477093206951026,0.04261451204954454,0.36695608
word2vec,512,2,3,0.0001,True,10,0.044233807266982623,0.021865164809315874,0.85684556
word2vec,512,2,3,0.0001,True,20,0.0679304897314376,0.027917556658316703,0.85663354
word2vec,512,2,3,0.0001,False,10,0.020537124802527645,0.013715225109665078,0.73045695
word2vec,512,2,3,0.0001,False,20,0.026856240126382307,0.01518369833690981,0.7315249
bert_multi,512,2,3,0.0001,True,10,0.02527646129541864,0.01148314294360245,0.8186605
bert_multi,512,2,3,0.0001,True,20,0.044233807266982623,0.016379529833357272,0.81801957
bert_multi,512,2,3,0.0001,False,10,0.004739336492890996,0.00315955766192733,0.75293076
bert_multi,512,2,3,0.0001,False,20,0.01263823064770932,0.00512395799340024,0.75525814
qwen,512,2,3,0.0001,True,10,0.04265402843601896,0.022182497022402433,0.8344816
qwen,512,2,3,0.0001,True,20,0.053712480252764615,0.025103813937381758,0.83408976
qwen,512,2,3,0.0001,False,10,0.04897314375987362,0.03687040661748094,0.40767494
qwen,512,2,3,0.0001,False,20,0.05845181674565561,0.039275204735064705,0.40556532
word2vec,512,2,3,1e-05,True,10,0.03317535545023697,0.01718554578099946,0.8592328
word2vec,512,2,3,1e-05,True,20,0.05529225908372828,0.02289718929211731,0.8588767
word2vec,512,2,3,1e-05,False,10,0.01579778830963665,0.008084119133797087,0.702328
word2vec,512,2,3,1e-05,False,20,0.0315955766192733,0.012056055955607079,0.70794487
bert_multi,512,2,3,1e-05,True,10,0.03949447077409163,0.019745016865712558,0.7712349
bert_multi,512,2,3,1e-05,True,20,0.05055292259083728,0.022489110157909217,0.770343
bert_multi,512,2,3,1e-05,False,10,0.036334913112164295,0.024788205095155894,0.8372364
bert_multi,512,2,3,1e-05,False,20,0.044233807266982623,0.02668879942383467,0.84247875
qwen,512,2,3,1e-05,True,10,0.03949447077409163,0.021066999769637423,0.84572995
qwen,512,2,3,1e-05,True,20,0.05845181674565561,0.025878598966385235,0.8455767
qwen,512,2,3,1e-05,False,10,0.045813586097946286,0.03767864967175534,0.40431643
qwen,512,2,3,1e-05,False,20,0.061611374407582936,0.04155792051746122,0.4089399
word2vec,512,3,1,0.0001,True,10,0.04107424960505529,0.01989052099151845,0.8527234
word2vec,512,3,1,0.0001,True,20,0.06003159557661927,0.024704947933756084,0.8523842
word2vec,512,3,1,0.0001,False,10,0.017377567140600316,0.010403211223796819,0.8220905
word2vec,512,3,1,0.0001,False,20,0.02527646129541864,0.012335913152508477,0.81959254
bert_multi,512,3,1,0.0001,True,10,0.053712480252764615,0.026278857524398642,0.8038773
bert_multi,512,3,1,0.0001,True,20,0.07266982622432859,0.03095212074041399,0.8031838
bert_multi,512,3,1,0.0001,False,10,0.020537124802527645,0.014005327422199336,0.84926975
bert_multi,512,3,1,0.0001,False,20,0.030015797788309637,0.016293319468115887,0.8489124
qwen,512,3,1,0.0001,True,10,0.03949447077409163,0.019062462064098604,0.8392415
qwen,512,3,1,0.0001,True,20,0.06003159557661927,0.024272657119690396,0.8383521
qwen,512,3,1,0.0001,False,10,0.04739336492890995,0.03611348922355854,0.3332232
qwen,512,3,1,0.0001,False,20,0.05687203791469194,0.03855874690983077,0.3346776
word2vec,512,3,1,1e-05,True,10,0.018957345971563982,0.011718987065425696,0.87805796
word2vec,512,3,1,1e-05,True,20,0.03949447077409163,0.017022326930112096,0.8778921
word2vec,512,3,1,1e-05,False,10,0.009478672985781991,0.005659288753800519,0.53840375
word2vec,512,3,1,1e-05,False,20,0.020537124802527645,0.008461840728564141,0.536527
bert_multi,512,3,1,1e-05,True,10,0.03317535545023697,0.018627887738032832,0.77669024
bert_multi,512,3,1,1e-05,True,20,0.04897314375987362,0.02258788633984458,0.7765495
bert_multi,512,3,1,1e-05,False,10,0.017377567140600316,0.011495854184556346,0.7954979
bert_multi,512,3,1,1e-05,False,20,0.022116903633491312,0.012735332878782394,0.80081654
qwen,512,3,1,1e-05,True,10,0.036334913112164295,0.017057194108102306,0.83974165
qwen,512,3,1,1e-05,True,20,0.05055292259083728,0.020686338841372068,0.8394582
qwen,512,3,1,1e-05,False,10,0.04897314375987362,0.037944335348657265,0.42442632
qwen,512,3,1,1e-05,False,20,0.0631911532385466,0.04151515974579631,0.4200132
word2vec,512,3,2,0.0001,True,10,0.022116903633491312,0.009747620097948065,0.83763385
word2vec,512,3,2,0.0001,True,20,0.036334913112164295,0.013347600731527553,0.83728606
word2vec,512,3,2,0.0001,False,10,0.009478672985781991,0.00513609294168437,0.67659867
word2vec,512,3,2,0.0001,False,20,0.026856240126382307,0.009457841433688743,0.6778037
bert_multi,512,3,2,0.0001,True,10,0.044233807266982623,0.02214641378781101,0.8141523
bert_multi,512,3,2,0.0001,True,20,0.07109004739336493,0.029110526402718724,0.8138017
bert_multi,512,3,2,0.0001,False,10,0.020537124802527645,0.011663887385149736,0.7931661
bert_multi,512,3,2,0.0001,False,20,0.0315955766192733,0.014388047763546819,0.7928212
qwen,512,3,2,0.0001,True,10,0.026856240126382307,0.013436118138063318,0.8349842
qwen,512,3,2,0.0001,True,20,0.04739336492890995,0.01867880958102728,0.8347333
qwen,512,3,2,0.0001,False,10,0.037914691943127965,0.034262058140440005,0.38327476
qwen,512,3,2,0.0001,False,20,0.03949447077409163,0.03467698631585421,0.38370216
word2vec,512,3,2,1e-05,True,10,0.03317535545023697,0.01789539650282016,0.8513663
word2vec,512,3,2,1e-05,True,20,0.05687203791469194,0.023755011248009144,0.8511359
word2vec,512,3,2,1e-05,False,10,0.007898894154818325,0.002960489333197506,0.5732804
word2vec,512,3,2,1e-05,False,20,0.01263823064770932,0.004122547718578356,0.5813766
bert_multi,512,3,2,1e-05,True,10,0.04107424960505529,0.020539638579417062,0.7629479
bert_multi,512,3,2,1e-05,True,20,0.05687203791469194,0.024504636180139382,0.7623968
bert_multi,512,3,2,1e-05,False,10,0.01579778830963665,0.012067821004065553,0.83580405
bert_multi,512,3,2,1e-05,False,20,0.022116903633491312,0.013539178433247057,0.8361394
qwen,512,3,2,1e-05,True,10,0.03317535545023697,0.015112590486573556,0.8400626
qwen,512,3,2,1e-05,True,20,0.052132701421800945,0.02010239777519757,0.84005386
qwen,512,3,2,1e-05,False,10,0.04107424960505529,0.03175226111486411,0.39883915
qwen,512,3,2,1e-05,False,20,0.05529225908372828,0.03542139468901798,0.39358827
word2vec,512,3,3,0.0001,True,10,0.045813586097946286,0.02339553202949831,0.8462651
word2vec,512,3,3,0.0001,True,20,0.061611374407582936,0.027360456462968488,0.84583235
word2vec,512,3,3,0.0001,False,10,0.014218009478672985,0.008250042764364472,0.55911356
word2vec,512,3,3,0.0001,False,20,0.022116903633491312,0.010299394341745644,0.56412554
bert_multi,512,3,3,0.0001,True,10,0.044233807266982623,0.024095486092720914,0.817661
bert_multi,512,3,3,0.0001,True,20,0.07109004739336493,0.03085077248157012,0.8170676
bert_multi,512,3,3,0.0001,False,10,0.022116903633491312,0.010390351940877715,0.80246073
bert_multi,512,3,3,0.0001,False,20,0.023696682464454975,0.010817268456560685,0.8020263
qwen,512,3,3,0.0001,True,10,0.026856240126382307,0.015327596117948776,0.839055
qwen,512,3,3,0.0001,True,20,0.04265402843601896,0.019130374601889193,0.83870596
qwen,512,3,3,0.0001,False,10,0.05055292259083728,0.03786268580516721,0.47302184
qwen,512,3,3,0.0001,False,20,0.052132701421800945,0.03826704287437702,0.4714766
word2vec,512,3,3,1e-05,True,10,0.036334913112164295,0.02087687142258908,0.85970277
word2vec,512,3,3,1e-05,True,20,0.06635071090047394,0.028347080337512404,0.8594796
word2vec,512,3,3,1e-05,False,10,0.011058451816745656,0.005459020065562944,0.5990151
word2vec,512,3,3,1e-05,False,20,0.01263823064770932,0.005885936581245914,0.6027056
bert_multi,512,3,3,1e-05,True,10,0.03317535545023697,0.019885145644842957,0.7623764
bert_multi,512,3,3,1e-05,True,20,0.044233807266982623,0.022696913610864056,0.76181084
bert_multi,512,3,3,1e-05,False,10,0.009478672985781991,0.004184379643566282,0.7677327
bert_multi,512,3,3,1e-05,False,20,0.01263823064770932,0.004964834222076477,0.7697329
qwen,512,3,3,1e-05,True,10,0.037914691943127965,0.01901607201928007,0.83985496
qwen,512,3,3,1e-05,True,20,0.053712480252764615,0.023034503934455112,0.839636
qwen,512,3,3,1e-05,False,10,0.044233807266982623,0.03240052887615488,0.36632302
qwen,512,3,3,1e-05,False,20,0.04739336492890995,0.03321393913926002,0.3658547
word2vec,1024,1,1,0.0001,True,10,0.0315955766192733,0.018996747378189283,0.8513471
word2vec,1024,1,1,0.0001,True,20,0.05055292259083728,0.023804933736821014,0.85118663
word2vec,1024,1,1,0.0001,False,10,0.04107424960505529,0.029321988207426073,0.8114607
word2vec,1024,1,1,0.0001,False,20,0.04897314375987362,0.03134551674601182,0.81290823
bert_multi,1024,1,1,0.0001,True,10,0.04107424960505529,0.0212205303252212,0.8339869
bert_multi,1024,1,1,0.0001,True,20,0.061611374407582936,0.02638993117213591,0.83358306
bert_multi,1024,1,1,0.0001,False,10,0.04265402843601896,0.0329715472104584,0.85125
bert_multi,1024,1,1,0.0001,False,20,0.04897314375987362,0.034469948593444544,0.85029554
qwen,1024,1,1,0.0001,True,10,0.21958925750394945,0.15330786665532165,0.614335
qwen,1024,1,1,0.0001,True,20,0.25434439178515006,0.16200909989099999,0.59239036
qwen,1024,1,1,0.0001,False,10,0.0679304897314376,0.04592200821889988,0.37968954
qwen,1024,1,1,0.0001,False,20,0.07740916271721959,0.04827317570297575,0.37964982
word2vec,1024,1,1,1e-05,True,10,0.036334913112164295,0.019299699904766446,0.8578547
word2vec,1024,1,1,1e-05,True,20,0.053712480252764615,0.023606209126943025,0.85760915
word2vec,1024,1,1,1e-05,False,10,0.03475513428120063,0.023999862230696386,0.7931116
word2vec,1024,1,1,1e-05,False,20,0.03949447077409163,0.025150381686660044,0.79960155
bert_multi,1024,1,1,1e-05,True,10,0.04739336492890995,0.02923329014421415,0.81323457
bert_multi,1024,1,1,1e-05,True,20,0.05529225908372828,0.03113909334301824,0.8126394
bert_multi,1024,1,1,1e-05,False,10,0.05055292259083728,0.03674632825821567,0.8200818
bert_multi,1024,1,1,1e-05,False,20,0.05055292259083728,0.03674632825821567,0.8198726
qwen,1024,1,1,1e-05,True,10,0.1721958925750395,0.11104672092500363,0.61985356
qwen,1024,1,1,1e-05,True,20,0.23854660347551343,0.1278221567005669,0.6116712
qwen,1024,1,1,1e-05,False,10,0.061611374407582936,0.044446547603602816,0.3937652
qwen,1024,1,1,1e-05,False,20,0.07898894154818326,0.0487815593446375,0.39350536
word2vec,1024,1,2,0.0001,True,10,0.01579778830963665,0.008685180109433923,0.8150707
word2vec,1024,1,2,0.0001,True,20,0.03949447077409163,0.014814452290454576,0.81471604
word2vec,1024,1,2,0.0001,False,10,0.03949447077409163,0.0283064088130513,0.6787359
word2vec,1024,1,2,0.0001,False,20,0.04739336492890995,0.03020698649584935,0.6803673
bert_multi,1024,1,2,0.0001,True,10,0.026856240126382307,0.012951987600946787,0.823328
bert_multi,1024,1,2,0.0001,True,20,0.044233807266982623,0.01745074048757274,0.82279795
bert_multi,1024,1,2,0.0001,False,10,0.036334913112164295,0.031322115946625005,0.83644855
bert_multi,1024,1,2,0.0001,False,20,0.045813586097946286,0.03369127047425677,0.84054714
qwen,1024,1,2,0.0001,True,10,0.22748815165876776,0.1577486126932389,0.61107475
qwen,1024,1,2,0.0001,True,20,0.27014218009478674,0.1685537573604446,0.5902014
qwen,1024,1,2,0.0001,False,10,0.0679304897314376,0.046472883180413746,0.42508143
qwen,1024,1,2,0.0001,False,20,0.08056872037914692,0.049619483770410054,0.42008743
word2vec,1024,1,2,1e-05,True,10,0.036334913112164295,0.02501747940814815,0.864635
word2vec,1024,1,2,1e-05,True,20,0.052132701421800945,0.029074028436103332,0.8642653
word2vec,1024,1,2,1e-05,False,10,0.03475513428120063,0.02487979550091752,0.8059912
word2vec,1024,1,2,1e-05,False,20,0.04265402843601896,0.026856758469593515,0.8128778
bert_multi,1024,1,2,1e-05,True,10,0.04265402843601896,0.027112317008640818,0.81246346
bert_multi,1024,1,2,1e-05,True,20,0.06635071090047394,0.032983670466610694,0.81221485
bert_multi,1024,1,2,1e-05,False,10,0.04107424960505529,0.03647310538735307,0.78251064
bert_multi,1024,1,2,1e-05,False,20,0.04739336492890995,0.03809228282422668,0.784123
qwen,1024,1,2,1e-05,True,10,0.15639810426540285,0.10175979295418268,0.6121426
qwen,1024,1,2,1e-05,True,20,0.22748815165876776,0.11997261435158117,0.60560036
qwen,1024,1,2,1e-05,False,10,0.06477093206951026,0.04527798542489189,0.40195403
qwen,1024,1,2,1e-05,False,20,0.08214849921011058,0.04958669687168986,0.3982007
word2vec,1024,1,3,0.0001,True,10,0.05687203791469194,0.030041099743007334,0.8387156
word2vec,1024,1,3,0.0001,True,20,0.07898894154818326,0.035741374682118826,0.83867985
word2vec,1024,1,3,0.0001,False,10,0.022116903633491312,0.012784378837747612,0.63722605
word2vec,1024,1,3,0.0001,False,20,0.0315955766192733,0.01523373876909794,0.64052904
bert_multi,1024,1,3,0.0001,True,10,0.03475513428120063,0.021033097060270928,0.83556473
bert_multi,1024,1,3,0.0001,True,20,0.04739336492890995,0.024378713134238908,0.835191
bert_multi,1024,1,3,0.0001,False,10,0.04107424960505529,0.03436913959942854,0.80446774
bert_multi,1024,1,3,0.0001,False,20,0.04739336492890995,0.03603602605264855,0.803473
qwen,1024,1,3,0.0001,True,10,0.21958925750394945,0.15329547702859214,0.6026542
qwen,1024,1,3,0.0001,True,20,0.2575039494470774,0.16261781239388665,0.5827387
qwen,1024,1,3,0.0001,False,10,0.0631911532385466,0.04544264363273084,0.3909643
qwen,1024,1,3,0.0001,False,20,0.07740916271721959,0.0491359507764426,0.38962352
word2vec,1024,1,3,1e-05,True,10,0.03475513428120063,0.02227675563861329,0.8600918
word2vec,1024,1,3,1e-05,True,20,0.04897314375987362,0.025888975404263923,0.8596956
word2vec,1024,1,3,1e-05,False,10,0.03475513428120063,0.023568045440003803,0.66712105
word2vec,1024,1,3,1e-05,False,20,0.04107424960505529,0.025120402390439934,0.6673389
bert_multi,1024,1,3,1e-05,True,10,0.05055292259083728,0.0282848800519015,0.8114705
bert_multi,1024,1,3,1e-05,True,20,0.05687203791469194,0.029858778643598115,0.81084895
bert_multi,1024,1,3,1e-05,False,10,0.044233807266982623,0.035428247519624964,0.796686
bert_multi,1024,1,3,1e-05,False,20,0.052132701421800945,0.037417192861072035,0.8022485
qwen,1024,1,3,1e-05,True,10,0.1500789889415482,0.09474939622223409,0.61313325
qwen,1024,1,3,1e-05,True,20,0.20695102685624012,0.10917073317212332,0.6061393
qwen,1024,1,3,1e-05,False,10,0.06635071090047394,0.04561099433779937,0.40176752
qwen,1024,1,3,1e-05,False,20,0.08688783570300158,0.05074891120693076,0.3991395
word2vec,1024,2,1,0.0001,True,10,0.030015797788309637,0.012858504844127806,0.8624464
word2vec,1024,2,1,0.0001,True,20,0.044233807266982623,0.016356032107754707,0.86211735
word2vec,1024,2,1,0.0001,False,10,0.026856240126382307,0.019462644117461313,0.71848667
word2vec,1024,2,1,0.0001,False,20,0.03317535545023697,0.021019647210583078,0.72170806
bert_multi,1024,2,1,0.0001,True,10,0.044233807266982623,0.02507599118619097,0.78361547
bert_multi,1024,2,1,0.0001,True,20,0.053712480252764615,0.02747341658891354,0.783503
bert_multi,1024,2,1,0.0001,False,10,0.0315955766192733,0.024509221865616986,0.80389607
bert_multi,1024,2,1,0.0001,False,20,0.037914691943127965,0.026031125488440936,0.8018695
qwen,1024,2,1,0.0001,True,10,0.24328593996840442,0.17775520019417443,0.60609627
qwen,1024,2,1,0.0001,True,20,0.2843601895734597,0.1879257301269547,0.5865661
qwen,1024,2,1,0.0001,False,10,0.06477093206951026,0.04544491071105537,0.38911566
qwen,1024,2,1,0.0001,False,20,0.07740916271721959,0.0485075462073604,0.3865106
word2vec,1024,2,1,1e-05,True,10,0.03317535545023697,0.01747698716133277,0.85552716
word2vec,1024,2,1,1e-05,True,20,0.06003159557661927,0.02406400984731129,0.8551982
word2vec,1024,2,1,1e-05,False,10,0.022116903633491312,0.014505114525146912,0.5450341
word2vec,1024,2,1,1e-05,False,20,0.026856240126382307,0.015658446998266757,0.5483948
bert_multi,1024,2,1,1e-05,True,10,0.037914691943127965,0.02330843100244177,0.8030408
bert_multi,1024,2,1,1e-05,True,20,0.053712480252764615,0.027246060097864268,0.80279124
bert_multi,1024,2,1,1e-05,False,10,0.037914691943127965,0.030207605646027154,0.87640476
bert_multi,1024,2,1,1e-05,False,20,0.04265402843601896,0.031375537848612384,0.87610286
qwen,1024,2,1,1e-05,True,10,0.17377567140600317,0.11214759676433464,0.6117764
qwen,1024,2,1,1e-05,True,20,0.2401263823064771,0.1289770217020685,0.60349417
qwen,1024,2,1,1e-05,False,10,0.06477093206951026,0.04481535640434178,0.39357942
qwen,1024,2,1,1e-05,False,20,0.07582938388625593,0.0475945427447736,0.3949906
word2vec,1024,2,2,0.0001,True,10,0.023696682464454975,0.010349247993703365,0.8659855
word2vec,1024,2,2,0.0001,True,20,0.03317535545023697,0.012879959484376207,0.86587787
word2vec,1024,2,2,0.0001,False,10,0.03317535545023697,0.024173888097230662,0.72015977
word2vec,1024,2,2,0.0001,False,20,0.037914691943127965,0.025322622227621987,0.729128
bert_multi,1024,2,2,0.0001,True,10,0.03949447077409163,0.021862890452900723,0.79178023
bert_multi,1024,2,2,0.0001,True,20,0.04739336492890995,0.02382199009978906,0.79187405
bert_multi,1024,2,2,0.0001,False,10,0.03317535545023697,0.02733082693207611,0.8561549
bert_multi,1024,2,2,0.0001,False,20,0.03475513428120063,0.027745755107490316,0.859998
qwen,1024,2,2,0.0001,True,10,0.23380726698262244,0.1599371841744516,0.59159875
qwen,1024,2,2,0.0001,True,20,0.2859399684044234,0.17274656778914296,0.5725948
qwen,1024,2,2,0.0001,False,10,0.05845181674565561,0.0423800415472247,0.3677611
qwen,1024,2,2,0.0001,False,20,0.07898894154818326,0.0476532733770171,0.36716294
word2vec,1024,2,2,1e-05,True,10,0.03475513428120063,0.016337837535458175,0.85761344
word2vec,1024,2,2,1e-05,True,20,0.04897314375987362,0.019916675956628885,0.85736924
word2vec,1024,2,2,1e-05,False,10,0.03475513428120063,0.026357603999575135,0.6595366
word2vec,1024,2,2,1e-05,False,20,0.037914691943127965,0.027170166178118214,0.6624061
bert_multi,1024,2,2,1e-05,True,10,0.04107424960505529,0.02128273175035533,0.7952017
bert_multi,1024,2,2,1e-05,True,20,0.04897314375987362,0.023205277300013157,0.79472613
bert_multi,1024,2,2,1e-05,False,10,0.04107424960505529,0.028133269753453614,0.8313233
bert_multi,1024,2,2,1e-05,False,20,0.053712480252764615,0.03141659771251669,0.8337385
qwen,1024,2,2,1e-05,True,10,0.17377567140600317,0.1108134831273069,0.61008024
qwen,1024,2,2,1e-05,True,20,0.23222748815165878,0.1253516981781546,0.60269696
qwen,1024,2,2,1e-05,False,10,0.06635071090047394,0.04576510166333871,0.40563035
qwen,1024,2,2,1e-05,False,20,0.07582938388625593,0.04809915729254653,0.4032122
word2vec,1024,2,3,0.0001,True,10,0.022116903633491312,0.010228963348081375,0.8263679
word2vec,1024,2,3,0.0001,True,20,0.0315955766192733,0.012516994632690284,0.82589793
word2vec,1024,2,3,0.0001,False,10,0.02527646129541864,0.015189247412962723,0.72861236
word2vec,1024,2,3,0.0001,False,20,0.036334913112164295,0.01804179498849569,0.72970635
bert_multi,1024,2,3,0.0001,True,10,0.036334913112164295,0.02028848497237509,0.7898745
bert_multi,1024,2,3,0.0001,True,20,0.04739336492890995,0.023157545719985545,0.7898366
bert_multi,1024,2,3,0.0001,False,10,0.037914691943127965,0.030673590027574388,0.80918336
bert_multi,1024,2,3,0.0001,False,20,0.03949447077409163,0.03104548404553116,0.81081986
qwen,1024,2,3,0.0001,True,10,0.20063191153238547,0.14062218169759827,0.5609287
qwen,1024,2,3,0.0001,True,20,0.2575039494470774,0.15515459999252726,0.5465631
qwen,1024,2,3,0.0001,False,10,0.0631911532385466,0.04551925122654185,0.43009248
qwen,1024,2,3,0.0001,False,20,0.08056872037914692,0.04987869297783915,0.42939737
word2vec,1024,2,3,1e-05,True,10,0.0315955766192733,0.020089144861615383,0.85964245
word2vec,1024,2,3,1e-05,True,20,0.044233807266982623,0.023280094776802297,0.8593819
word2vec,1024,2,3,1e-05,False,10,0.022116903633491312,0.01194270228146915,0.5317023
word2vec,1024,2,3,1e-05,False,20,0.02843601895734597,0.01356232432601116,0.5314312
bert_multi,1024,2,3,1e-05,True,10,0.037914691943127965,0.024138016636458662,0.79217464
bert_multi,1024,2,3,1e-05,True,20,0.052132701421800945,0.027714162349089147,0.7917
bert_multi,1024,2,3,1e-05,False,10,0.044233807266982623,0.03233607872387627,0.844319
bert_multi,1024,2,3,1e-05,False,20,0.04897314375987362,0.03362177211425869,0.84560305
qwen,1024,2,3,1e-05,True,10,0.1674565560821485,0.105892609311665,0.6076762
qwen,1024,2,3,1e-05,True,20,0.22432859399684044,0.12037200781159373,0.60052615
qwen,1024,2,3,1e-05,False,10,0.06003159557661927,0.04387981710888908,0.4000408
qwen,1024,2,3,1e-05,False,20,0.07266982622432859,0.047102804667886786,0.39509213
word2vec,1024,3,1,0.0001,True,10,0.017377567140600316,0.008849633443995173,0.86982983
word2vec,1024,3,1,0.0001,True,20,0.030015797788309637,0.012070414390331647,0.86971337
word2vec,1024,3,1,0.0001,False,10,0.01263823064770932,0.005688382909928148,0.76453507
word2vec,1024,3,1,0.0001,False,20,0.02843601895734597,0.009666859342813647,0.76615375
bert_multi,1024,3,1,0.0001,True,10,0.037914691943127965,0.02080592470447861,0.77615166
bert_multi,1024,3,1,0.0001,True,20,0.06477093206951026,0.027544145807307338,0.77574325
bert_multi,1024,3,1,0.0001,False,10,0.044233807266982623,0.032784423596964506,0.83828866
bert_multi,1024,3,1,0.0001,False,20,0.045813586097946286,0.03319935177237872,0.8396484
qwen,1024,3,1,0.0001,True,10,0.20695102685624012,0.14683755984979122,0.5837572
qwen,1024,3,1,0.0001,True,20,0.2527646129541864,0.1586023253074923,0.5647123
qwen,1024,3,1,0.0001,False,10,0.06003159557661927,0.04473960560105963,0.3897438
qwen,1024,3,1,0.0001,False,20,0.07740916271721959,0.04905207107719335,0.38626787
word2vec,1024,3,1,1e-05,True,10,0.030015797788309637,0.016196195973539298,0.8590978
word2vec,1024,3,1,1e-05,True,20,0.04265402843601896,0.019394692425344865,0.8588015
word2vec,1024,3,1,1e-05,False,10,0.026856240126382307,0.015325395004532779,0.82814354
word2vec,1024,3,1,1e-05,False,20,0.036334913112164295,0.017519573125301658,0.8308764
bert_multi,1024,3,1,1e-05,True,10,0.03475513428120063,0.01773794420093411,0.7894049
bert_multi,1024,3,1,1e-05,True,20,0.05055292259083728,0.021659143288799757,0.7889257
bert_multi,1024,3,1,1e-05,False,10,0.03475513428120063,0.02565965641185258,0.8224164
bert_multi,1024,3,1,1e-05,False,20,0.037914691943127965,0.02649092999674537,0.8216529
qwen,1024,3,1,1e-05,True,10,0.17377567140600317,0.11634491732165123,0.6081387
qwen,1024,3,1,1e-05,True,20,0.22906793048973143,0.13032136935950872,0.60016733
qwen,1024,3,1,1e-05,False,10,0.05687203791469194,0.04204807771658259,0.41615945
qwen,1024,3,1,1e-05,False,20,0.07582938388625593,0.046823417129740696,0.41458106
word2vec,1024,3,2,0.0001,True,10,0.036334913112164295,0.01751110625791781,0.83373255
word2vec,1024,3,2,0.0001,True,20,0.05687203791469194,0.022543491895343888,0.83366406
word2vec,1024,3,2,0.0001,False,10,0.036334913112164295,0.026546682082666046,0.6022658
word2vec,1024,3,2,0.0001,False,20,0.03949447077409163,0.027382294950993268,0.6051872
bert_multi,1024,3,2,0.0001,True,10,0.0315955766192733,0.01649967599484152,0.80876535
bert_multi,1024,3,2,0.0001,True,20,0.044233807266982623,0.01977051783286194,0.80876195
bert_multi,1024,3,2,0.0001,False,10,0.03475513428120063,0.02551258270714266,0.7963068
bert_multi,1024,3,2,0.0001,False,20,0.03949447077409163,0.026722706950120967,0.79496944
qwen,1024,3,2,0.0001,True,10,0.21800947867298578,0.15698036470729942,0.5781155
qwen,1024,3,2,0.0001,True,20,0.27014218009478674,0.16985078899150513,0.55875486
qwen,1024,3,2,0.0001,False,10,0.053712480252764615,0.041247099034435276,0.40960282
qwen,1024,3,2,0.0001,False,20,0.07266982622432859,0.046190516758820306,0.4079998
word2vec,1024,3,2,1e-05,True,10,0.022116903633491312,0.011784624342423384,0.85280323
word2vec,1024,3,2,1e-05,True,20,0.044233807266982623,0.017378226859462362,0.85250616
word2vec,1024,3,2,1e-05,False,10,0.02843601895734597,0.016345929146581954,0.73536307
word2vec,1024,3,2,1e-05,False,20,0.03949447077409163,0.019071251164057848,0.73845047
bert_multi,1024,3,2,1e-05,True,10,0.036334913112164295,0.020604912518404774,0.79589313
bert_multi,1024,3,2,1e-05,True,20,0.04897314375987362,0.02363832195860266,0.7954543
bert_multi,1024,3,2,1e-05,False,10,0.026856240126382307,0.019341813234454684,0.83526003
bert_multi,1024,3,2,1e-05,False,20,0.03317535545023697,0.020905968173602105,0.8371407
qwen,1024,3,2,1e-05,True,10,0.16429699842022116,0.10834508139997089,0.60610485
qwen,1024,3,2,1e-05,True,20,0.2211690363349131,0.12267177689771104,0.5976995
qwen,1024,3,2,1e-05,False,10,0.0631911532385466,0.04426695784990722,0.44813073
